,dataid,local_15min,solar_total,grid,sequence
1617448,27,2019-08-10 15:30:00,6.584,-5.691,9738
1617447,27,2019-08-10 15:45:00,5.425,-4.425,9739
1617720,27,2019-08-10 16:00:00,7.444,-7.11,9740
1617453,27,2019-08-10 16:15:00,3.744,-3.104,9741
1617452,27,2019-08-10 16:30:00,6.323,-4.951,9742
1617451,27,2019-08-10 16:45:00,5.068,-4.124,9743
1617721,27,2019-08-10 17:00:00,3.741,-3.049,9744
1617456,27,2019-08-10 17:15:00,4.893,-4.225,9745
1617455,27,2019-08-10 17:30:00,6.072,-5.592,9746
1617454,27,2019-08-10 17:45:00,7.979,-7.523,9747
1617460,27,2019-08-10 18:00:00,8.506,-8.451,9748
1617459,27,2019-08-10 18:15:00,7.25,-6.626,9749
1617458,27,2019-08-10 18:30:00,6.576,-6.575,9750
1617457,27,2019-08-10 18:45:00,4.679,-4.055,9751
1617722,27,2019-08-10 19:00:00,4.888,-4.727,9752
1617463,27,2019-08-10 19:15:00,6.239,-5.539,9753
1617462,27,2019-08-10 19:30:00,7.316,-6.875,9754
1617461,27,2019-08-10 19:45:00,5.245,-4.819,9755
1617723,27,2019-08-10 20:00:00,4.566,-4.358,9756
1617466,27,2019-08-10 20:15:00,3.222,-2.69,9757
1617465,27,2019-08-10 20:30:00,5.927,-5.633,9758
1617464,27,2019-08-10 20:45:00,3.413,-3.043,9759
1617724,27,2019-08-10 21:00:00,3.392,-2.829,9760
1617469,27,2019-08-10 21:15:00,4.937,-3.555,9761
1617468,27,2019-08-10 21:30:00,3.921,-2.714,9762
1617467,27,2019-08-10 21:45:00,3.682,-2.49,9763
1617473,27,2019-08-10 22:00:00,2.695,-2.324,9764
1617472,27,2019-08-10 22:15:00,2.1,-1.604,9765
1617471,27,2019-08-10 22:30:00,1.752,-1.309,9766
1617470,27,2019-08-10 22:45:00,0.984,-0.657,9767
1617477,27,2019-08-10 23:00:00,0.691,-0.318,9768
1617476,27,2019-08-10 23:15:00,0.276,0.587,9769
1617475,27,2019-08-10 23:30:00,0.304,0.49,9770
1617474,27,2019-08-10 23:45:00,0.169,0.609,9771
1617725,27,2019-08-11 00:00:00,0.025,0.879,9772
1617517,27,2019-08-11 00:15:00,-0.004,0.949,9773
1617516,27,2019-08-11 00:30:00,-0.003,1.062,9774
1617515,27,2019-08-11 00:45:00,-0.003,0.736,9775
1617726,27,2019-08-11 01:00:00,-0.003,0.534,9776
1617664,27,2019-08-11 01:15:00,-0.003,0.611,9777
1617663,27,2019-08-11 01:30:00,-0.003,0.561,9778
1617662,27,2019-08-11 01:45:00,-0.003,0.833,9779
1617808,27,2019-08-11 02:00:00,-0.003,1.024,9780
1617729,27,2019-08-11 02:15:00,-0.003,0.933,9781
1617728,27,2019-08-11 02:30:00,-0.003,0.867,9782
1617727,27,2019-08-11 02:45:00,-0.003,0.709,9783
1617881,27,2019-08-11 03:00:00,-0.003,0.632,9784
1617843,27,2019-08-11 03:15:00,-0.003,0.409,9785
1617842,27,2019-08-11 03:30:00,-0.003,0.222,9786
1617841,27,2019-08-11 03:45:00,-0.003,0.279,9787
1618021,27,2019-08-11 04:00:00,-0.003,0.205,9788
1617948,27,2019-08-11 04:15:00,-0.003,0.211,9789
1617947,27,2019-08-11 04:30:00,-0.003,0.24,9790
1617946,27,2019-08-11 04:45:00,-0.003,0.239,9791
1618149,27,2019-08-11 05:00:00,-0.003,0.248,9792
1618067,27,2019-08-11 05:15:00,-0.003,0.169,9793
1618066,27,2019-08-11 05:30:00,-0.003,0.246,9794
1618065,27,2019-08-11 05:45:00,-0.003,0.267,9795
1618223,27,2019-08-11 06:00:00,-0.003,0.225,9796
1618168,27,2019-08-11 06:15:00,-0.004,0.214,9797
1618167,27,2019-08-11 06:30:00,-0.003,0.202,9798
1618166,27,2019-08-11 06:45:00,-0.003,0.279,9799
1618361,27,2019-08-11 07:00:00,-0.003,0.282,9800
1618319,27,2019-08-11 07:15:00,-0.003,0.273,9801
1618318,27,2019-08-11 07:30:00,-0.003,0.302,9802
1618317,27,2019-08-11 07:45:00,-0.003,0.302,9803
1618381,27,2019-08-11 08:00:00,-0.003,0.308,9804
1618380,27,2019-08-11 08:15:00,-0.003,0.229,9805
1618379,27,2019-08-11 08:30:00,-0.003,0.305,9806
1618378,27,2019-08-11 08:45:00,-0.003,0.291,9807
1618556,27,2019-08-11 09:00:00,-0.003,0.926,9808
1618555,27,2019-08-11 09:15:00,-0.003,0.328,9809
1618554,27,2019-08-11 09:30:00,-0.003,0.431,9810
1618553,27,2019-08-11 09:45:00,-0.003,0.434,9811
1618608,27,2019-08-11 10:00:00,-0.001,0.409,9812
1618607,27,2019-08-11 10:15:00,0.028,0.34,9813
1618606,27,2019-08-11 10:30:00,0.118,0.198,9814
1618605,27,2019-08-11 10:45:00,0.193,0.193,9815
1618781,27,2019-08-11 11:00:00,0.259,0.464,9816
1618780,27,2019-08-11 11:15:00,0.317,0.868,9817
1618713,27,2019-08-11 11:30:00,0.368,0.274,9818
1618712,27,2019-08-11 11:45:00,0.414,1.094,9819
1618855,27,2019-08-11 12:00:00,0.464,0.101,9820
1618823,27,2019-08-11 12:15:00,0.553,-0.282,9821
1618822,27,2019-08-11 12:30:00,1.442,-1.129,9822
1618821,27,2019-08-11 12:45:00,4.161,-3.781,9823
1618981,27,2019-08-11 13:00:00,4.956,-4.56,9824
1618980,27,2019-08-11 13:15:00,5.673,-5.298,9825
1618979,27,2019-08-11 13:30:00,6.204,-5.785,9826
1618978,27,2019-08-11 13:45:00,6.322,-5.859,9827
1619009,27,2019-08-11 14:00:00,6.858,-6.001,9828
1619008,27,2019-08-11 14:15:00,6.981,-6.148,9829
1619007,27,2019-08-11 14:30:00,7.925,-7.251,9830
1619006,27,2019-08-11 14:45:00,6.732,-5.945,9831
1619165,27,2019-08-11 15:00:00,8.404,-7.728,9832
1619164,27,2019-08-11 15:15:00,8.815,-7.893,9833
1619163,27,2019-08-11 15:30:00,8.203,-7.184,9834
1619162,27,2019-08-11 15:45:00,7.588,-6.699,9835
1619301,27,2019-08-11 16:00:00,9.084,-8.141,9836
1619300,27,2019-08-11 16:15:00,9.544,-8.54,9837
1619299,27,2019-08-11 16:30:00,10.017,-8.997,9838
1619298,27,2019-08-11 16:45:00,8.828,-7.894,9839
1619409,27,2019-08-11 17:00:00,8.897,-8.124,9840
1619408,27,2019-08-11 17:15:00,9.662,-9.155,9841
1619407,27,2019-08-11 17:30:00,7.385,-6.807,9842
1619406,27,2019-08-11 17:45:00,7.496,-6.856,9843
1619457,27,2019-08-11 18:00:00,5.852,-5.385,9844
1619456,27,2019-08-11 18:15:00,8.009,-7.648,9845
1619455,27,2019-08-11 18:30:00,7.552,-7.174,9846
1619454,27,2019-08-11 18:45:00,5.883,-5.465,9847
1619537,27,2019-08-11 19:00:00,6.552,-6.042,9848
1619536,27,2019-08-11 19:15:00,6.305,-5.735,9849
1619535,27,2019-08-11 19:30:00,8.781,-8.27,9850
1619534,27,2019-08-11 19:45:00,5.497,-5.062,9851
1619719,27,2019-08-11 20:00:00,6.948,-6.533,9852
1619666,27,2019-08-11 20:15:00,7.428,-7.023,9853
1619665,27,2019-08-11 20:30:00,5.295,-4.879,9854
1619664,27,2019-08-11 20:45:00,4.637,-4.253,9855
1619739,27,2019-08-11 21:00:00,5.627,-5.255,9856
1619738,27,2019-08-11 21:15:00,5.188,-4.77,9857
1619737,27,2019-08-11 21:30:00,4.447,-4.049,9858
1619736,27,2019-08-11 21:45:00,3.683,-3.294,9859
1619894,27,2019-08-11 22:00:00,2.958,-2.477,9860
1619861,27,2019-08-11 22:15:00,2.282,-1.861,9861
1619860,27,2019-08-11 22:30:00,1.569,-0.796,9862
1619859,27,2019-08-11 22:45:00,0.796,-0.468,9863
1620055,27,2019-08-11 23:00:00,0.429,-0.031,9864
1619952,27,2019-08-11 23:15:00,0.29,0.023,9865
1619951,27,2019-08-11 23:30:00,0.198,0.314,9866
1619950,27,2019-08-11 23:45:00,0.087,0.246,9867
1620113,27,2019-08-12 00:00:00,0.012,0.322,9868
1620092,27,2019-08-12 00:15:00,-0.003,0.316,9869
1620091,27,2019-08-12 00:30:00,-0.003,0.32,9870
1620090,27,2019-08-12 00:45:00,-0.003,0.301,9871
1620231,27,2019-08-12 01:00:00,-0.003,0.39,9872
1620230,27,2019-08-12 01:15:00,-0.003,0.425,9873
1620225,27,2019-08-12 01:30:00,-0.003,0.402,9874
1620224,27,2019-08-12 01:45:00,-0.003,0.388,9875
1620355,27,2019-08-12 02:00:00,-0.003,0.426,9876
1620350,27,2019-08-12 02:15:00,-0.003,0.434,9877
1620349,27,2019-08-12 02:30:00,-0.003,0.454,9878
1620348,27,2019-08-12 02:45:00,-0.004,0.495,9879
1620491,27,2019-08-12 03:00:00,-0.003,0.296,9880
1620490,27,2019-08-12 03:15:00,-0.003,0.308,9881
1620489,27,2019-08-12 03:30:00,-0.003,0.301,9882
1620488,27,2019-08-12 03:45:00,-0.003,0.285,9883
1620587,27,2019-08-12 04:00:00,-0.003,0.294,9884
1620533,27,2019-08-12 04:15:00,-0.003,0.306,9885
1620532,27,2019-08-12 04:30:00,-0.003,0.274,9886
1620531,27,2019-08-12 04:45:00,-0.003,0.308,9887
1620631,27,2019-08-12 05:00:00,-0.004,0.291,9888
1620630,27,2019-08-12 05:15:00,-0.003,0.258,9889
1620629,27,2019-08-12 05:30:00,-0.003,0.321,9890
1620628,27,2019-08-12 05:45:00,-0.003,0.27,9891
1620718,27,2019-08-12 06:00:00,-0.003,0.189,9892
1620717,27,2019-08-12 06:15:00,-0.003,0.247,9893
1620716,27,2019-08-12 06:30:00,-0.003,0.264,9894
1620715,27,2019-08-12 06:45:00,-0.003,0.2,9895
1620848,27,2019-08-12 07:00:00,-0.003,0.241,9896
1620847,27,2019-08-12 07:15:00,-0.003,0.247,9897
1620846,27,2019-08-12 07:30:00,-0.003,0.218,9898
1620845,27,2019-08-12 07:45:00,-0.003,0.276,9899
1620985,27,2019-08-12 08:00:00,-0.003,0.285,9900
1620970,27,2019-08-12 08:15:00,-0.003,0.282,9901
1620969,27,2019-08-12 08:30:00,-0.003,0.318,9902
1620968,27,2019-08-12 08:45:00,-0.003,0.269,9903
1621064,27,2019-08-12 09:00:00,-0.003,0.283,9904
1621010,27,2019-08-12 09:15:00,-0.003,0.306,9905
1621009,27,2019-08-12 09:30:00,-0.003,0.272,9906
1621008,27,2019-08-12 09:45:00,-0.003,0.302,9907
1611029,27,2019-08-12 10:00:00,-0.002,0.289,9908
1611028,27,2019-08-12 10:15:00,0.042,0.215,9909
1611027,27,2019-08-12 10:30:00,0.12,0.193,9910
1611026,27,2019-08-12 10:45:00,0.21,0.037,9911
1613188,27,2019-08-12 11:00:00,0.275,0.023,9912
1611844,27,2019-08-12 11:15:00,0.4,-0.107,9913
1611843,27,2019-08-12 11:30:00,0.555,-0.299,9914
1611842,27,2019-08-12 11:45:00,0.795,-0.479,9915
1613641,27,2019-08-12 12:00:00,1.151,-0.738,9916
1613640,27,2019-08-12 12:15:00,1.09,-0.64,9917
1613639,27,2019-08-12 12:30:00,1.79,-1.442,9918
1613638,27,2019-08-12 12:45:00,2.602,-2.28,9919
1615464,27,2019-08-12 13:00:00,3.14,-2.805,9920
1615463,27,2019-08-12 13:15:00,5.424,-5.072,9921
1615462,27,2019-08-12 13:30:00,6.046,-5.691,9922
1615461,27,2019-08-12 13:45:00,6.38,-5.992,9923
1617016,27,2019-08-12 14:00:00,5.786,-5.343,9924
1616269,27,2019-08-12 14:15:00,7.246,-6.878,9925
1616268,27,2019-08-12 14:30:00,7.589,-7.195,9926
1616267,27,2019-08-12 14:45:00,7.919,-7.183,9927
1618697,27,2019-08-12 15:00:00,7.769,-7.014,9928
1618696,27,2019-08-12 15:15:00,8.479,-7.709,9929
1618695,27,2019-08-12 15:30:00,8.983,-8.191,9930
1618694,27,2019-08-12 15:45:00,8.652,-8.027,9931
1614547,27,2019-08-12 16:00:00,9.266,-8.862,9932
1614546,27,2019-08-12 16:15:00,8.282,-7.924,9933
1620159,27,2019-08-12 16:30:00,7.2,-6.857,9934
1620158,27,2019-08-12 16:45:00,6.365,-5.958,9935
1634505,27,2019-08-12 17:00:00,9.129,-8.706,9936
1634504,27,2019-08-12 17:15:00,9.245,-8.802,9937
1634503,27,2019-08-12 17:30:00,9.489,-9.002,9938
1634502,27,2019-08-12 17:45:00,5.673,-5.331,9939
1634673,27,2019-08-12 18:00:00,3.905,-3.621,9940
1634672,27,2019-08-12 18:15:00,3.755,-3.392,9941
1634671,27,2019-08-12 18:30:00,6.269,-5.915,9942
1634670,27,2019-08-12 18:45:00,4.54,-4.142,9943
1634772,27,2019-08-12 19:00:00,5.791,-5.426,9944
1634771,27,2019-08-12 19:15:00,5.689,-5.232,9945
1634770,27,2019-08-12 19:30:00,2.598,-2.128,9946
1634769,27,2019-08-12 19:45:00,4.726,-4.237,9947
1634897,27,2019-08-12 20:00:00,3.558,-3.166,9948
1634896,27,2019-08-12 20:15:00,2.917,-2.638,9949
1634895,27,2019-08-12 20:30:00,3.024,-2.599,9950
1634894,27,2019-08-12 20:45:00,2.267,-1.767,9951
1634941,27,2019-08-12 21:00:00,2.044,-1.581,9952
1634940,27,2019-08-12 21:15:00,2.172,-1.793,9953
1634939,27,2019-08-12 21:30:00,1.148,-0.853,9954
1634938,27,2019-08-12 21:45:00,0.611,-0.375,9955
1635108,27,2019-08-12 22:00:00,0.816,-0.568,9956
1635041,27,2019-08-12 22:15:00,0.585,-0.337,9957
1635040,27,2019-08-12 22:30:00,0.377,-0.15,9958
1635039,27,2019-08-12 22:45:00,0.586,0.66,9959
1635221,27,2019-08-12 23:00:00,0.712,1.286,9960
1635191,27,2019-08-12 23:15:00,0.317,1.471,9961
1635190,27,2019-08-12 23:30:00,0.178,1.299,9962
1635189,27,2019-08-12 23:45:00,0.05,1.403,9963
1635316,27,2019-08-13 00:00:00,-0.002,1.579,9964
1635292,27,2019-08-13 00:15:00,-0.001,1.492,9965
1635291,27,2019-08-13 00:30:00,-0.001,2.26,9966
1635290,27,2019-08-13 00:45:00,-0.001,1.978,9967
1635385,27,2019-08-13 01:00:00,-0.001,2.13,9968
1635384,27,2019-08-13 01:15:00,-0.001,2.597,9969
1635383,27,2019-08-13 01:30:00,-0.001,1.521,9970
1635382,27,2019-08-13 01:45:00,-0.001,1.706,9971
1635501,27,2019-08-13 02:00:00,-0.001,1.503,9972
1635500,27,2019-08-13 02:15:00,-0.001,1.533,9973
1635499,27,2019-08-13 02:30:00,-0.001,1.554,9974
1635498,27,2019-08-13 02:45:00,-0.001,1.605,9975
1635680,27,2019-08-13 03:00:00,-0.001,2.138,9976
1635679,27,2019-08-13 03:15:00,-0.001,1.651,9977
1635622,27,2019-08-13 03:30:00,-0.001,1.488,9978
1635621,27,2019-08-13 03:45:00,-0.001,1.569,9979
1635787,27,2019-08-13 04:00:00,-0.001,1.631,9980
1635759,27,2019-08-13 04:15:00,-0.001,1.533,9981
1635758,27,2019-08-13 04:30:00,-0.001,1.516,9982
1635757,27,2019-08-13 04:45:00,-0.001,1.566,9983
1635842,27,2019-08-13 05:00:00,-0.001,1.654,9984
1635841,27,2019-08-13 05:15:00,-0.001,1.663,9985
1635840,27,2019-08-13 05:30:00,-0.001,1.599,9986
1635839,27,2019-08-13 05:45:00,-0.001,1.6,9987
1635920,27,2019-08-13 06:00:00,-0.001,1.295,9988
1635919,27,2019-08-13 06:15:00,-0.001,1.241,9989
1635918,27,2019-08-13 06:30:00,-0.001,1.323,9990
1635917,27,2019-08-13 06:45:00,-0.001,1.214,9991
1634533,27,2019-08-13 07:00:00,-0.001,1.213,9992
1634532,27,2019-08-13 07:15:00,-0.001,1.193,9993
1634531,27,2019-08-13 07:30:00,-0.001,1.092,9994
1634518,27,2019-08-13 07:45:00,-0.001,1.205,9995
1636057,27,2019-08-13 08:00:00,-0.001,1.245,9996
1635874,27,2019-08-13 08:15:00,-0.001,1.101,9997
1635873,27,2019-08-13 08:30:00,-0.001,1.138,9998
1635872,27,2019-08-13 08:45:00,-0.001,1.131,9999
1636141,27,2019-08-13 09:00:00,-0.001,1.1,10000
1636104,27,2019-08-13 09:15:00,-0.001,1.207,10001
1636103,27,2019-08-13 09:30:00,-0.001,1.24,10002
1636102,27,2019-08-13 09:45:00,-0.001,1.102,10003
1636213,27,2019-08-13 10:00:00,-0.001,1.133,10004
1636212,27,2019-08-13 10:15:00,0.0,1.342,10005
1636211,27,2019-08-13 10:30:00,-0.001,0.904,10006
1636210,27,2019-08-13 10:45:00,0.0,0.859,10007
1636365,27,2019-08-13 11:00:00,0.128,1.211,10008
1636308,27,2019-08-13 11:15:00,0.142,0.735,10009
1636307,27,2019-08-13 11:30:00,0.175,0.64,10010
1636306,27,2019-08-13 11:45:00,0.179,0.665,10011
1636505,27,2019-08-13 12:00:00,0.161,0.592,10012
1636504,27,2019-08-13 12:15:00,0.223,0.583,10013
1636503,27,2019-08-13 12:30:00,0.315,0.511,10014
1636502,27,2019-08-13 12:45:00,0.949,-0.543,10015
1636536,27,2019-08-13 13:00:00,1.225,-0.901,10016
1636535,27,2019-08-13 13:15:00,0.78,-0.48,10017
1636534,27,2019-08-13 13:30:00,0.727,-0.445,10018
1636533,27,2019-08-13 13:45:00,0.826,-0.545,10019
1636656,27,2019-08-13 14:00:00,1.311,-1.048,10020
1636655,27,2019-08-13 14:15:00,0.719,-0.504,10021
1636654,27,2019-08-13 14:30:00,1.377,-1.12,10022
1636653,27,2019-08-13 14:45:00,1.653,-1.339,10023
1636780,27,2019-08-13 15:00:00,2.11,-1.769,10024
1636779,27,2019-08-13 15:15:00,3.54,-3.255,10025
1636778,27,2019-08-13 15:30:00,3.331,-3.06,10026
1636777,27,2019-08-13 15:45:00,4.691,-4.448,10027
1637044,27,2019-08-13 16:00:00,6.645,-6.329,10028
1637043,27,2019-08-13 16:15:00,4.286,-3.917,10029
1637042,27,2019-08-13 16:30:00,5.282,-4.927,10030
1637041,27,2019-08-13 16:45:00,5.076,-4.788,10031
1637048,27,2019-08-13 17:00:00,8.053,-7.711,10032
1637047,27,2019-08-13 17:15:00,7.659,-7.37,10033
1637046,27,2019-08-13 17:30:00,5.029,-4.725,10034
1637045,27,2019-08-13 17:45:00,2.123,-1.742,10035
1637185,27,2019-08-13 18:00:00,3.042,-2.789,10036
1637184,27,2019-08-13 18:15:00,2.692,-2.487,10037
1637134,27,2019-08-13 18:30:00,0.797,-0.601,10038
1637133,27,2019-08-13 18:45:00,1.634,-1.478,10039
1637245,27,2019-08-13 19:00:00,2.715,-2.426,10040
1637244,27,2019-08-13 19:15:00,6.438,-6.076,10041
1637243,27,2019-08-13 19:30:00,6.783,-6.569,10042
1637242,27,2019-08-13 19:45:00,7.517,-7.254,10043
1637376,27,2019-08-13 20:00:00,6.686,-6.425,10044
1637256,27,2019-08-13 20:15:00,6.399,-6.14,10045
1637255,27,2019-08-13 20:30:00,3.566,-3.235,10046
1637254,27,2019-08-13 20:45:00,3.638,-3.389,10047
1637448,27,2019-08-13 21:00:00,3.271,-3.097,10048
1637447,27,2019-08-13 21:15:00,2.115,-1.918,10049
1637446,27,2019-08-13 21:30:00,2.669,-2.438,10050
1637445,27,2019-08-13 21:45:00,1.183,-0.91,10051
1637587,27,2019-08-13 22:00:00,1.66,-1.41,10052
1637530,27,2019-08-13 22:15:00,1.027,-0.812,10053
1637529,27,2019-08-13 22:30:00,0.69,-0.347,10054
1637528,27,2019-08-13 22:45:00,0.341,0.097,10055
1637634,27,2019-08-13 23:00:00,0.102,0.431,10056
1637633,27,2019-08-13 23:15:00,0.032,0.45,10057
1637632,27,2019-08-13 23:30:00,0.012,0.504,10058
1637631,27,2019-08-13 23:45:00,0.027,0.523,10059
1637836,27,2019-08-14 00:00:00,-0.007,0.553,10060
1637835,27,2019-08-14 00:15:00,-0.003,0.523,10061
1637834,27,2019-08-14 00:30:00,-0.003,0.465,10062
1637833,27,2019-08-14 00:45:00,-0.003,0.452,10063
1637887,27,2019-08-14 01:00:00,-0.003,0.442,10064
1637886,27,2019-08-14 01:15:00,-0.003,0.33,10065
1637885,27,2019-08-14 01:30:00,-0.004,0.331,10066
1637884,27,2019-08-14 01:45:00,-0.003,0.363,10067
1638176,27,2019-08-14 02:00:00,-0.003,0.272,10068
1638047,27,2019-08-14 02:15:00,-0.003,0.218,10069
1638046,27,2019-08-14 02:30:00,-0.003,0.249,10070
1638045,27,2019-08-14 02:45:00,-0.003,0.249,10071
1638135,27,2019-08-14 03:00:00,-0.003,0.218,10072
1638098,27,2019-08-14 03:15:00,-0.003,0.419,10073
1638097,27,2019-08-14 03:30:00,-0.003,0.362,10074
1638096,27,2019-08-14 03:45:00,-0.003,0.287,10075
1638180,27,2019-08-14 04:00:00,-0.003,0.372,10076
1638179,27,2019-08-14 04:15:00,-0.003,0.313,10077
1638178,27,2019-08-14 04:30:00,-0.003,0.278,10078
1638177,27,2019-08-14 04:45:00,-0.003,0.27,10079
1638360,27,2019-08-14 05:00:00,-0.003,0.194,10080
1638359,27,2019-08-14 05:15:00,-0.003,0.161,10081
1638358,27,2019-08-14 05:30:00,-0.003,0.195,10082
1638357,27,2019-08-14 05:45:00,-0.003,0.191,10083
1638418,27,2019-08-14 06:00:00,-0.004,0.164,10084
1638417,27,2019-08-14 06:15:00,-0.003,0.291,10085
1638416,27,2019-08-14 06:30:00,-0.003,0.31,10086
1638415,27,2019-08-14 06:45:00,-0.003,0.261,10087
1638504,27,2019-08-14 07:00:00,-0.003,0.197,10088
1638503,27,2019-08-14 07:15:00,-0.004,0.189,10089
1638502,27,2019-08-14 07:30:00,-0.003,0.163,10090
1638501,27,2019-08-14 07:45:00,-0.003,0.195,10091
1638588,27,2019-08-14 08:00:00,-0.003,0.191,10092
1638587,27,2019-08-14 08:15:00,-0.003,0.163,10093
1638586,27,2019-08-14 08:30:00,-0.003,0.26,10094
1638585,27,2019-08-14 08:45:00,-0.003,0.309,10095
1638753,27,2019-08-14 09:00:00,-0.003,0.284,10096
1638752,27,2019-08-14 09:15:00,-0.003,0.213,10097
1638751,27,2019-08-14 09:30:00,-0.003,0.186,10098
1638750,27,2019-08-14 09:45:00,-0.003,0.162,10099
1637159,27,2019-08-14 10:00:00,-0.003,0.259,10100
1636528,27,2019-08-14 10:15:00,-0.001,0.247,10101
1636527,27,2019-08-14 10:30:00,0.057,0.381,10102
1636526,27,2019-08-14 10:45:00,0.23,0.611,10103
1638701,27,2019-08-14 11:00:00,0.278,0.598,10104
1637630,27,2019-08-14 11:15:00,0.282,0.695,10105
1637629,27,2019-08-14 11:30:00,0.441,0.553,10106
1637628,27,2019-08-14 11:45:00,0.653,-0.168,10107
1746689,27,2019-08-14 12:00:00,0.989,-0.67,10108
1746688,27,2019-08-14 12:15:00,1.291,-1.038,10109
1746687,27,2019-08-14 12:30:00,2.215,-1.967,10110
1746686,27,2019-08-14 12:45:00,2.245,-2.016,10111
1756393,27,2019-08-14 13:00:00,2.159,-1.898,10112
1756392,27,2019-08-14 13:15:00,2.426,-2.178,10113
1756391,27,2019-08-14 13:30:00,2.889,-2.656,10114
1756390,27,2019-08-14 13:45:00,4.341,-3.99,10115
1580933,27,2019-08-14 14:00:00,5.251,-4.891,10116
1580932,27,2019-08-14 14:15:00,7.249,-6.91,10117
1580931,27,2019-08-14 14:30:00,7.778,-7.509,10118
1580930,27,2019-08-14 14:45:00,7.834,-7.575,10119
1756727,27,2019-08-14 15:00:00,6.074,-5.854,10120
1756726,27,2019-08-14 15:15:00,7.502,-7.232,10121
1756725,27,2019-08-14 15:30:00,6.116,-5.884,10122
1756724,27,2019-08-14 15:45:00,9.225,-8.957,10123
1756829,27,2019-08-14 16:00:00,9.161,-8.756,10124
1756828,27,2019-08-14 16:15:00,8.492,-8.101,10125
1756827,27,2019-08-14 16:30:00,9.67,-9.305,10126
1756826,27,2019-08-14 16:45:00,6.835,-6.568,10127
1756849,27,2019-08-14 17:00:00,9.893,-9.594,10128
1756848,27,2019-08-14 17:15:00,9.528,-9.251,10129
1756847,27,2019-08-14 17:30:00,5.705,-5.46,10130
1756846,27,2019-08-14 17:45:00,7.741,-7.487,10131
1756932,27,2019-08-14 18:00:00,6.324,-6.032,10132
1756931,27,2019-08-14 18:15:00,8.567,-8.152,10133
1756930,27,2019-08-14 18:30:00,9.922,-9.508,10134
1756929,27,2019-08-14 18:45:00,7.037,-6.796,10135
1757069,27,2019-08-14 19:00:00,8.088,-7.807,10136
1757068,27,2019-08-14 19:15:00,6.936,-6.694,10137
1757067,27,2019-08-14 19:30:00,8.145,-7.869,10138
1757066,27,2019-08-14 19:45:00,8.031,-7.687,10139
1757154,27,2019-08-14 20:00:00,7.382,-6.985,10140
1757139,27,2019-08-14 20:15:00,6.877,-6.465,10141
1757138,27,2019-08-14 20:30:00,5.8,-5.383,10142
1757137,27,2019-08-14 20:45:00,4.918,-4.644,10143
1542924,27,2019-08-14 21:00:00,4.388,-4.129,10144
1554361,27,2019-08-14 21:15:00,3.682,-3.18,10145
1554360,27,2019-08-14 21:30:00,3.709,-3.014,10146
1554359,27,2019-08-14 21:45:00,3.086,-2.39,10147
1757296,27,2019-08-14 22:00:00,2.4,-1.762,10148
1757295,27,2019-08-14 22:15:00,1.948,-1.326,10149
1757294,27,2019-08-14 22:30:00,1.815,-1.19,10150
1757293,27,2019-08-14 22:45:00,0.821,-0.46,10151
1757442,27,2019-08-14 23:00:00,0.626,-0.362,10152
1757377,27,2019-08-14 23:15:00,0.34,0.274,10153
1757376,27,2019-08-14 23:30:00,0.228,0.42,10154
1757375,27,2019-08-14 23:45:00,0.085,0.425,10155
1560399,27,2019-08-15 00:00:00,0.002,0.538,10156
1560398,27,2019-08-15 00:15:00,-0.002,0.679,10157
1560397,27,2019-08-15 00:30:00,-0.003,0.627,10158
1560396,27,2019-08-15 00:45:00,-0.004,0.554,10159
1757597,27,2019-08-15 01:00:00,-0.003,0.647,10160
1564589,27,2019-08-15 01:15:00,-0.003,0.707,10161
1564588,27,2019-08-15 01:30:00,-0.003,0.757,10162
1564587,27,2019-08-15 01:45:00,-0.004,0.603,10163
1757674,27,2019-08-15 02:00:00,-0.003,0.537,10164
1757673,27,2019-08-15 02:15:00,-0.004,0.555,10165
1757672,27,2019-08-15 02:30:00,-0.003,0.592,10166
1578846,27,2019-08-15 02:45:00,-0.004,0.259,10167
1757761,27,2019-08-15 03:00:00,-0.003,0.296,10168
1757760,27,2019-08-15 03:15:00,-0.003,0.316,10169
1757759,27,2019-08-15 03:30:00,-0.003,0.227,10170
1571353,27,2019-08-15 03:45:00,-0.003,0.176,10171
1757792,27,2019-08-15 04:00:00,-0.003,0.231,10172
1757769,27,2019-08-15 04:15:00,-0.003,0.223,10173
1757768,27,2019-08-15 04:30:00,-0.004,0.171,10174
1757767,27,2019-08-15 04:45:00,-0.003,0.178,10175
1757921,27,2019-08-15 05:00:00,-0.003,0.299,10176
1757858,27,2019-08-15 05:15:00,-0.003,0.344,10177
1757857,27,2019-08-15 05:30:00,-0.003,0.218,10178
1757856,27,2019-08-15 05:45:00,-0.003,0.231,10179
1757988,27,2019-08-15 06:00:00,-0.003,0.299,10180
1757987,27,2019-08-15 06:15:00,-0.003,0.283,10181
1757986,27,2019-08-15 06:30:00,-0.003,0.458,10182
1757985,27,2019-08-15 06:45:00,-0.003,0.251,10183
1758045,27,2019-08-15 07:00:00,-0.003,0.394,10184
1758044,27,2019-08-15 07:15:00,-0.003,0.408,10185
1758039,27,2019-08-15 07:30:00,-0.003,0.349,10186
1758038,27,2019-08-15 07:45:00,-0.003,0.351,10187
1617149,27,2019-08-15 08:00:00,-0.003,0.293,10188
1758130,27,2019-08-15 08:15:00,-0.003,0.277,10189
