,dataid,local_15min,solar_total,grid,sequence
1701874,27,2019-06-02 00:00:00,-0.004,0.513,3053
1701873,27,2019-06-02 00:15:00,-0.002,0.343,3054
1701872,27,2019-06-02 00:30:00,-0.003,0.376,3055
1701867,27,2019-06-02 00:45:00,-0.003,0.553,3056
1702010,27,2019-06-02 01:00:00,-0.003,0.407,3057
1702009,27,2019-06-02 01:15:00,-0.003,0.378,3058
1702008,27,2019-06-02 01:30:00,-0.003,0.408,3059
1702007,27,2019-06-02 01:45:00,-0.003,0.401,3060
1702090,27,2019-06-02 02:00:00,-0.003,0.448,3061
1702085,27,2019-06-02 02:15:00,-0.003,0.485,3062
1702084,27,2019-06-02 02:30:00,-0.003,0.549,3063
1702083,27,2019-06-02 02:45:00,-0.003,0.533,3064
1702211,27,2019-06-02 03:00:00,-0.003,1.465,3065
1702135,27,2019-06-02 03:15:00,-0.001,3.792,3066
1702134,27,2019-06-02 03:30:00,-0.001,3.681,3067
1702133,27,2019-06-02 03:45:00,-0.001,3.564,3068
1702255,27,2019-06-02 04:00:00,-0.001,3.609,3069
1702254,27,2019-06-02 04:15:00,-0.001,3.611,3070
1702253,27,2019-06-02 04:30:00,-0.001,3.559,3071
1702252,27,2019-06-02 04:45:00,-0.002,2.699,3072
1702335,27,2019-06-02 05:00:00,-0.003,0.45,3073
1702334,27,2019-06-02 05:15:00,-0.003,0.242,3074
1702333,27,2019-06-02 05:30:00,-0.003,0.194,3075
1702332,27,2019-06-02 05:45:00,-0.003,0.196,3076
1702479,27,2019-06-02 06:00:00,-0.003,0.409,3077
1702478,27,2019-06-02 06:15:00,-0.003,0.419,3078
1702477,27,2019-06-02 06:30:00,-0.003,0.359,3079
1702476,27,2019-06-02 06:45:00,-0.003,0.25,3080
1702617,27,2019-06-02 07:00:00,-0.003,0.298,3081
1702568,27,2019-06-02 07:15:00,-0.003,0.296,3082
1702567,27,2019-06-02 07:30:00,-0.003,0.248,3083
1702566,27,2019-06-02 07:45:00,-0.003,0.218,3084
1702637,27,2019-06-02 08:00:00,-0.003,0.241,3085
1702624,27,2019-06-02 08:15:00,-0.003,0.237,3086
1702623,27,2019-06-02 08:30:00,-0.003,0.181,3087
1702622,27,2019-06-02 08:45:00,-0.003,0.192,3088
1702813,27,2019-06-02 09:00:00,-0.003,0.24,3089
1702812,27,2019-06-02 09:15:00,-0.003,0.242,3090
1702811,27,2019-06-02 09:30:00,-0.001,0.192,3091
1702810,27,2019-06-02 09:45:00,0.075,0.235,3092
1702923,27,2019-06-02 10:00:00,0.169,0.245,3093
1702922,27,2019-06-02 10:15:00,0.275,0.127,3094
1702921,27,2019-06-02 10:30:00,0.539,-0.261,3095
1702920,27,2019-06-02 10:45:00,0.97,-0.717,3096
1703002,27,2019-06-02 11:00:00,1.163,-0.793,3097
1702965,27,2019-06-02 11:15:00,0.597,0.428,3098
1702964,27,2019-06-02 11:30:00,0.478,-0.044,3099
1702963,27,2019-06-02 11:45:00,0.865,-0.105,3100
1703110,27,2019-06-02 12:00:00,0.467,0.538,3101
1703068,27,2019-06-02 12:15:00,0.69,-0.082,3102
1703067,27,2019-06-02 12:30:00,0.813,-0.331,3103
1703066,27,2019-06-02 12:45:00,0.94,-0.43,3104
1703228,27,2019-06-02 13:00:00,0.997,-0.393,3105
1703221,27,2019-06-02 13:15:00,0.745,-0.23,3106
1703227,27,2019-06-02 13:30:00,0.66,-0.03,3107
1703226,27,2019-06-02 13:45:00,0.468,0.508,3108
1703308,27,2019-06-02 14:00:00,0.446,0.539,3109
1703307,27,2019-06-02 14:15:00,0.946,0.112,3110
1703306,27,2019-06-02 14:30:00,1.447,-0.19,3111
1703305,27,2019-06-02 14:45:00,1.731,-0.741,3112
1703432,27,2019-06-02 15:00:00,1.128,0.432,3113
1703431,27,2019-06-02 15:15:00,1.647,0.015,3114
1703430,27,2019-06-02 15:30:00,2.482,-0.879,3115
1703429,27,2019-06-02 15:45:00,2.938,-1.503,3116
1703514,27,2019-06-02 16:00:00,2.867,-1.617,3117
1703513,27,2019-06-02 16:15:00,3.754,-3.014,3118
1703512,27,2019-06-02 16:30:00,5.568,-4.934,3119
1703511,27,2019-06-02 16:45:00,3.19,-2.517,3120
1703624,27,2019-06-02 17:00:00,2.231,-1.813,3121
1703623,27,2019-06-02 17:15:00,6.11,-5.752,3122
1703622,27,2019-06-02 17:30:00,2.099,-1.869,3123
1703621,27,2019-06-02 17:45:00,3.273,-3.06,3124
1703711,27,2019-06-02 18:00:00,2.531,-2.356,3125
1703710,27,2019-06-02 18:15:00,2.822,-2.569,3126
1703709,27,2019-06-02 18:30:00,1.934,-1.741,3127
1703708,27,2019-06-02 18:45:00,1.197,-1.002,3128
1703827,27,2019-06-02 19:00:00,0.386,-0.044,3129
1703814,27,2019-06-02 19:15:00,0.203,0.184,3130
1703813,27,2019-06-02 19:30:00,0.307,0.012,3131
1703812,27,2019-06-02 19:45:00,0.43,-0.155,3132
1703887,27,2019-06-02 20:00:00,2.458,-1.602,3133
1703886,27,2019-06-02 20:15:00,4.373,-0.063,3134
1703885,27,2019-06-02 20:30:00,3.07,1.036,3135
1703884,27,2019-06-02 20:45:00,3.476,0.284,3136
1703951,27,2019-06-02 21:00:00,3.774,0.122,3137
1703950,27,2019-06-02 21:15:00,2.655,1.188,3138
1703949,27,2019-06-02 21:30:00,2.787,0.996,3139
1703948,27,2019-06-02 21:45:00,2.742,1.368,3140
1704094,27,2019-06-02 22:00:00,1.813,1.593,3141
1704093,27,2019-06-02 22:15:00,2.005,-0.609,3142
1704092,27,2019-06-02 22:30:00,1.702,-0.258,3143
1704063,27,2019-06-02 22:45:00,0.598,-0.199,3144
1704186,27,2019-06-02 23:00:00,0.644,0.092,3145
1704165,27,2019-06-02 23:15:00,0.693,-0.114,3146
1704164,27,2019-06-02 23:30:00,0.714,-0.197,3147
1704163,27,2019-06-02 23:45:00,0.287,0.105,3148
1704346,27,2019-06-03 00:00:00,0.176,0.264,3149
1704313,27,2019-06-03 00:15:00,0.052,0.507,3150
1704312,27,2019-06-03 00:30:00,-0.002,0.553,3151
1704311,27,2019-06-03 00:45:00,-0.003,0.519,3152
1704397,27,2019-06-03 01:00:00,-0.003,0.598,3153
1704396,27,2019-06-03 01:15:00,-0.003,0.618,3154
1704368,27,2019-06-03 01:30:00,-0.003,0.547,3155
1704367,27,2019-06-03 01:45:00,-0.003,0.519,3156
1704538,27,2019-06-03 02:00:00,-0.003,0.601,3157
1704517,27,2019-06-03 02:15:00,-0.003,0.537,3158
1704516,27,2019-06-03 02:30:00,-0.003,0.516,3159
1704515,27,2019-06-03 02:45:00,-0.003,1.177,3160
1704637,27,2019-06-03 03:00:00,-0.003,0.965,3161
1704601,27,2019-06-03 03:15:00,-0.003,0.74,3162
1704600,27,2019-06-03 03:30:00,-0.003,0.565,3163
1704599,27,2019-06-03 03:45:00,-0.003,0.555,3164
1704654,27,2019-06-03 04:00:00,-0.003,0.582,3165
1704653,27,2019-06-03 04:15:00,-0.003,0.626,3166
1704652,27,2019-06-03 04:30:00,-0.003,0.56,3167
1704651,27,2019-06-03 04:45:00,-0.003,0.55,3168
1704826,27,2019-06-03 05:00:00,-0.003,0.627,3169
1704825,27,2019-06-03 05:15:00,-0.003,0.66,3170
1704824,27,2019-06-03 05:30:00,-0.003,0.199,3171
1704823,27,2019-06-03 05:45:00,-0.003,0.186,3172
1704892,27,2019-06-03 06:00:00,-0.003,0.308,3173
1704856,27,2019-06-03 06:15:00,-0.003,0.323,3174
1704855,27,2019-06-03 06:30:00,-0.003,0.24,3175
1704854,27,2019-06-03 06:45:00,-0.003,0.333,3176
1704992,27,2019-06-03 07:00:00,-0.003,0.37,3177
1704955,27,2019-06-03 07:15:00,-0.003,0.362,3178
1704954,27,2019-06-03 07:30:00,-0.003,0.271,3179
1704953,27,2019-06-03 07:45:00,-0.003,0.232,3180
1705119,27,2019-06-03 08:00:00,-0.003,0.359,3181
1705043,27,2019-06-03 08:15:00,-0.003,0.37,3182
1705042,27,2019-06-03 08:30:00,-0.003,0.243,3183
1705041,27,2019-06-03 08:45:00,-0.003,0.222,3184
1705224,27,2019-06-03 09:00:00,-0.003,0.325,3185
1705183,27,2019-06-03 09:15:00,-0.002,0.387,3186
1705182,27,2019-06-03 09:30:00,0.001,0.283,3187
1705181,27,2019-06-03 09:45:00,0.08,0.187,3188
1705295,27,2019-06-03 10:00:00,0.152,0.212,3189
1705294,27,2019-06-03 10:15:00,0.207,0.14,3190
1705238,27,2019-06-03 10:30:00,0.256,0.736,3191
1705237,27,2019-06-03 10:45:00,0.3,0.647,3192
1705360,27,2019-06-03 11:00:00,0.338,0.372,3193
1705359,27,2019-06-03 11:15:00,0.373,0.553,3194
1705334,27,2019-06-03 11:30:00,0.407,0.178,3195
1705333,27,2019-06-03 11:45:00,0.455,0.079,3196
1705509,27,2019-06-03 12:00:00,0.705,0.001,3197
1705464,27,2019-06-03 12:15:00,3.178,-2.455,3198
1705463,27,2019-06-03 12:30:00,4.35,-3.68,3199
1705462,27,2019-06-03 12:45:00,4.825,-3.988,3200
1705628,27,2019-06-03 13:00:00,4.586,-3.957,3201
1705627,27,2019-06-03 13:15:00,3.979,-3.443,3202
1705626,27,2019-06-03 13:30:00,4.145,-3.708,3203
1705625,27,2019-06-03 13:45:00,4.255,-3.821,3204
1705712,27,2019-06-03 14:00:00,4.478,-3.986,3205
1705711,27,2019-06-03 14:15:00,5.999,-5.389,3206
1705710,27,2019-06-03 14:30:00,4.741,-4.268,3207
1705709,27,2019-06-03 14:45:00,4.364,-4.101,3208
1705832,27,2019-06-03 15:00:00,5.025,-4.654,3209
1705831,27,2019-06-03 15:15:00,7.134,-6.508,3210
1705830,27,2019-06-03 15:30:00,9.235,-8.177,3211
1705829,27,2019-06-03 15:45:00,8.083,-7.165,3212
1705923,27,2019-06-03 16:00:00,7.522,-6.865,3213
1705922,27,2019-06-03 16:15:00,8.966,-8.466,3214
1705921,27,2019-06-03 16:30:00,5.91,-5.717,3215
1705920,27,2019-06-03 16:45:00,5.044,-4.798,3216
1706011,27,2019-06-03 17:00:00,6.842,-6.46,3217
1706010,27,2019-06-03 17:15:00,7.911,-7.655,3218
1706009,27,2019-06-03 17:30:00,9.272,-8.992,3219
1706008,27,2019-06-03 17:45:00,5.988,-5.614,3220
1706125,27,2019-06-03 18:00:00,5.825,-5.521,3221
1706124,27,2019-06-03 18:15:00,9.683,-9.231,3222
1706123,27,2019-06-03 18:30:00,10.358,-10.003,3223
1706122,27,2019-06-03 18:45:00,9.084,-8.765,3224
1706274,27,2019-06-03 19:00:00,9.431,-9.059,3225
1706273,27,2019-06-03 19:15:00,8.714,-8.261,3226
1706272,27,2019-06-03 19:30:00,8.722,-7.852,3227
1706271,27,2019-06-03 19:45:00,8.606,-7.686,3228
1706354,27,2019-06-03 20:00:00,6.562,-5.801,3229
1706353,27,2019-06-03 20:15:00,4.477,-3.732,3230
1706352,27,2019-06-03 20:30:00,5.05,-4.311,3231
1706351,27,2019-06-03 20:45:00,6.078,-5.335,3232
1706391,27,2019-06-03 21:00:00,3.211,-2.768,3233
1706394,27,2019-06-03 21:15:00,4.929,-2.283,3234
1706393,27,2019-06-03 21:30:00,4.1,-0.532,3235
1706392,27,2019-06-03 21:45:00,3.162,0.453,3236
1706566,27,2019-06-03 22:00:00,3.09,0.518,3237
1706517,27,2019-06-03 22:15:00,2.548,1.022,3238
1706516,27,2019-06-03 22:30:00,1.51,0.691,3239
1706515,27,2019-06-03 22:45:00,1.1,-0.746,3240
1706635,27,2019-06-03 23:00:00,0.749,-0.269,3241
1706634,27,2019-06-03 23:15:00,0.484,0.157,3242
1706608,27,2019-06-03 23:30:00,0.357,0.469,3243
1706607,27,2019-06-03 23:45:00,0.256,0.174,3244
1706778,27,2019-06-04 00:00:00,0.154,0.75,3245
1706694,27,2019-06-04 00:15:00,0.044,0.579,3246
1706693,27,2019-06-04 00:30:00,-0.003,1.537,3247
1706692,27,2019-06-04 00:45:00,-0.003,2.353,3248
1706863,27,2019-06-04 01:00:00,-0.003,2.034,3249
1706814,27,2019-06-04 01:15:00,-0.003,2.256,3250
1706813,27,2019-06-04 01:30:00,-0.003,1.944,3251
1706812,27,2019-06-04 01:45:00,-0.003,1.993,3252
1706891,27,2019-06-04 02:00:00,-0.003,1.55,3253
1706890,27,2019-06-04 02:15:00,-0.003,3.118,3254
1706889,27,2019-06-04 02:30:00,-0.003,1.993,3255
1706888,27,2019-06-04 02:45:00,-0.003,1.668,3256
1707054,27,2019-06-04 03:00:00,-0.003,1.523,3257
1706978,27,2019-06-04 03:15:00,-0.003,1.884,3258
1706977,27,2019-06-04 03:30:00,-0.003,2.023,3259
1706976,27,2019-06-04 03:45:00,-0.003,1.405,3260
1707143,27,2019-06-04 04:00:00,-0.003,1.185,3261
1707144,27,2019-06-04 04:15:00,-0.003,0.74,3262
1707110,27,2019-06-04 04:30:00,-0.003,1.241,3263
1707109,27,2019-06-04 04:45:00,-0.003,0.859,3264
1707264,27,2019-06-04 05:00:00,-0.003,0.819,3265
1707237,27,2019-06-04 05:15:00,-0.003,1.022,3266
1707236,27,2019-06-04 05:30:00,-0.003,0.789,3267
1707235,27,2019-06-04 05:45:00,-0.003,0.861,3268
1703490,27,2019-06-04 06:00:00,-0.003,1.042,3269
1703489,27,2019-06-04 06:15:00,-0.003,1.153,3270
1707306,27,2019-06-04 06:30:00,-0.003,0.604,3271
1707293,27,2019-06-04 06:45:00,-0.003,1.04,3272
1707447,27,2019-06-04 07:00:00,-0.003,1.062,3273
1707446,27,2019-06-04 07:15:00,-0.003,1.163,3274
1707387,27,2019-06-04 07:30:00,-0.003,0.772,3275
1707386,27,2019-06-04 07:45:00,-0.003,1.135,3276
1707567,27,2019-06-04 08:00:00,-0.003,1.092,3277
1707478,27,2019-06-04 08:15:00,-0.003,1.045,3278
1707477,27,2019-06-04 08:30:00,-0.003,1.082,3279
1707476,27,2019-06-04 08:45:00,-0.003,1.096,3280
1707671,27,2019-06-04 09:00:00,-0.003,1.079,3281
1707670,27,2019-06-04 09:15:00,-0.003,1.104,3282
1707597,27,2019-06-04 09:30:00,0.0,1.022,3283
1707596,27,2019-06-04 09:45:00,0.08,0.947,3284
1707687,27,2019-06-04 10:00:00,0.294,0.767,3285
1707686,27,2019-06-04 10:15:00,0.344,0.85,3286
1707685,27,2019-06-04 10:30:00,0.295,0.528,3287
1707684,27,2019-06-04 10:45:00,0.297,1.287,3288
1707837,27,2019-06-04 11:00:00,0.353,0.751,3289
1707836,27,2019-06-04 11:15:00,0.405,1.073,3290
1707779,27,2019-06-04 11:30:00,0.461,0.593,3291
1707778,27,2019-06-04 11:45:00,0.486,0.743,3292
1707965,27,2019-06-04 12:00:00,0.714,0.397,3293
1707937,27,2019-06-04 12:15:00,3.23,-2.095,3294
1707936,27,2019-06-04 12:30:00,4.405,-3.356,3295
1707935,27,2019-06-04 12:45:00,5.066,-3.914,3296
1707985,27,2019-06-04 13:00:00,5.758,-5.094,3297
1707984,27,2019-06-04 13:15:00,6.274,-5.281,3298
1707983,27,2019-06-04 13:30:00,5.849,-5.499,3299
1707982,27,2019-06-04 13:45:00,6.551,-6.14,3300
1708113,27,2019-06-04 14:00:00,5.997,-5.6,3301
1708112,27,2019-06-04 14:15:00,5.725,-5.302,3302
1708111,27,2019-06-04 14:30:00,6.07,-5.067,3303
1708110,27,2019-06-04 14:45:00,7.594,-7.083,3304
1708253,27,2019-06-04 15:00:00,7.23,-6.735,3305
1708252,27,2019-06-04 15:15:00,8.122,-7.778,3306
1708251,27,2019-06-04 15:30:00,8.818,-8.375,3307
1708250,27,2019-06-04 15:45:00,4.869,-4.012,3308
1708337,27,2019-06-04 16:00:00,5.978,-5.429,3309
1708336,27,2019-06-04 16:15:00,6.04,-5.298,3310
1708335,27,2019-06-04 16:30:00,4.74,-4.264,3311
1708334,27,2019-06-04 16:45:00,3.544,-2.299,3312
1703679,27,2019-06-04 17:00:00,6.308,-4.179,3313
1703678,27,2019-06-04 17:15:00,8.71,-7.565,3314
1703677,27,2019-06-04 17:30:00,5.383,-4.165,3315
1708378,27,2019-06-04 17:45:00,4.693,-3.759,3316
1708486,27,2019-06-04 18:00:00,3.194,-1.9,3317
1708485,27,2019-06-04 18:15:00,3.405,-1.996,3318
1708484,27,2019-06-04 18:30:00,4.079,-2.816,3319
1708483,27,2019-06-04 18:45:00,6.683,-5.731,3320
1708638,27,2019-06-04 19:00:00,2.541,-1.487,3321
1708637,27,2019-06-04 19:15:00,1.444,-0.166,3322
1708636,27,2019-06-04 19:30:00,1.376,-0.428,3323
1708635,27,2019-06-04 19:45:00,0.812,0.54,3324
1708766,27,2019-06-04 20:00:00,0.76,0.295,3325
1708765,27,2019-06-04 20:15:00,0.565,0.63,3326
1708764,27,2019-06-04 20:30:00,0.993,0.681,3327
1708763,27,2019-06-04 20:45:00,0.972,0.574,3328
1708842,27,2019-06-04 21:00:00,1.588,0.411,3329
1708841,27,2019-06-04 21:15:00,1.743,-0.082,3330
1708840,27,2019-06-04 21:30:00,1.858,-1.138,3331
1708839,27,2019-06-04 21:45:00,2.107,-1.448,3332
1708907,27,2019-06-04 22:00:00,1.551,-0.891,3333
1708890,27,2019-06-04 22:15:00,1.211,-0.583,3334
1708889,27,2019-06-04 22:30:00,0.815,-0.201,3335
1708888,27,2019-06-04 22:45:00,0.599,0.065,3336
1709017,27,2019-06-04 23:00:00,0.718,-0.014,3337
1709016,27,2019-06-04 23:15:00,0.566,0.162,3338
1708981,27,2019-06-04 23:30:00,0.521,0.23,3339
1708980,27,2019-06-04 23:45:00,0.273,0.509,3340
1709155,27,2019-06-05 00:00:00,0.062,0.713,3341
1709117,27,2019-06-05 00:15:00,0.012,0.786,3342
1709116,27,2019-06-05 00:30:00,-0.003,0.574,3343
1709115,27,2019-06-05 00:45:00,-0.001,3.079,3344
1709239,27,2019-06-05 01:00:00,-0.001,3.945,3345
1709238,27,2019-06-05 01:15:00,-0.001,3.797,3346
1709207,27,2019-06-05 01:30:00,-0.001,3.803,3347
1709206,27,2019-06-05 01:45:00,-0.001,3.786,3348
1709363,27,2019-06-05 02:00:00,-0.001,3.838,3349
1709290,27,2019-06-05 02:15:00,-0.001,3.697,3350
1709289,27,2019-06-05 02:30:00,-0.002,1.665,3351
1709288,27,2019-06-05 02:45:00,-0.003,0.473,3352
1709443,27,2019-06-05 03:00:00,-0.003,0.278,3353
1709370,27,2019-06-05 03:15:00,-0.003,0.276,3354
1709369,27,2019-06-05 03:30:00,-0.003,0.313,3355
1709368,27,2019-06-05 03:45:00,-0.003,0.401,3356
1709542,27,2019-06-05 04:00:00,-0.003,0.396,3357
1709473,27,2019-06-05 04:15:00,-0.003,0.337,3358
1709472,27,2019-06-05 04:30:00,-0.003,0.34,3359
1709471,27,2019-06-05 04:45:00,-0.003,0.325,3360
1709591,27,2019-06-05 05:00:00,-0.003,0.335,3361
1709590,27,2019-06-05 05:15:00,-0.003,0.297,3362
1709589,27,2019-06-05 05:30:00,-0.003,0.276,3363
1709588,27,2019-06-05 05:45:00,-0.003,0.277,3364
1709726,27,2019-06-05 06:00:00,-0.003,0.272,3365
1709686,27,2019-06-05 06:15:00,-0.003,0.348,3366
1709685,27,2019-06-05 06:30:00,-0.003,0.378,3367
1709684,27,2019-06-05 06:45:00,-0.003,0.313,3368
1709834,27,2019-06-05 07:00:00,-0.003,0.346,3369
1709817,27,2019-06-05 07:15:00,-0.003,0.515,3370
1709816,27,2019-06-05 07:30:00,-0.003,0.557,3371
1709815,27,2019-06-05 07:45:00,-0.003,0.445,3372
1709879,27,2019-06-05 08:00:00,-0.003,0.405,3373
1709878,27,2019-06-05 08:15:00,-0.003,0.446,3374
1709877,27,2019-06-05 08:30:00,-0.003,0.431,3375
1709876,27,2019-06-05 08:45:00,-0.003,0.36,3376
1710019,27,2019-06-05 09:00:00,-0.003,0.339,3377
1710018,27,2019-06-05 09:15:00,-0.003,0.406,3378
1710017,27,2019-06-05 09:30:00,-0.002,0.427,3379
1710016,27,2019-06-05 09:45:00,-0.001,0.364,3380
1710143,27,2019-06-05 10:00:00,0.006,0.331,3381
1710117,27,2019-06-05 10:15:00,0.057,0.392,3382
1710116,27,2019-06-05 10:30:00,0.283,0.72,3383
1710115,27,2019-06-05 10:45:00,0.505,0.129,3384
1710211,27,2019-06-05 11:00:00,0.447,0.162,3385
1710210,27,2019-06-05 11:15:00,0.631,-0.031,3386
1710209,27,2019-06-05 11:30:00,1.044,-0.543,3387
1710208,27,2019-06-05 11:45:00,1.743,-1.321,3388
1710343,27,2019-06-05 12:00:00,2.379,-1.99,3389
1710342,27,2019-06-05 12:15:00,2.885,-2.457,3390
1710265,27,2019-06-05 12:30:00,3.374,-2.901,3391
1710264,27,2019-06-05 12:45:00,4.133,-3.718,3392
1710379,27,2019-06-05 13:00:00,2.528,-2.016,3393
1710378,27,2019-06-05 13:15:00,1.633,-1.049,3394
1710377,27,2019-06-05 13:30:00,2.444,-1.85,3395
1710376,27,2019-06-05 13:45:00,3.197,-2.632,3396
1710523,27,2019-06-05 14:00:00,5.828,-5.258,3397
1710522,27,2019-06-05 14:15:00,7.425,-6.969,3398
1710521,27,2019-06-05 14:30:00,5.355,-4.917,3399
1710520,27,2019-06-05 14:45:00,7.246,-6.705,3400
1710615,27,2019-06-05 15:00:00,7.559,-7.101,3401
1710614,27,2019-06-05 15:15:00,6.572,-6.084,3402
1710613,27,2019-06-05 15:30:00,8.874,-8.101,3403
1710612,27,2019-06-05 15:45:00,7.561,-6.912,3404
1710731,27,2019-06-05 16:00:00,6.055,-5.476,3405
1710730,27,2019-06-05 16:15:00,7.868,-7.111,3406
1710729,27,2019-06-05 16:30:00,7.706,-7.095,3407
1710728,27,2019-06-05 16:45:00,7.848,-7.181,3408
1710856,27,2019-06-05 17:00:00,7.511,-6.973,3409
1710855,27,2019-06-05 17:15:00,5.9,-5.411,3410
1710854,27,2019-06-05 17:30:00,3.561,-3.005,3411
1710853,27,2019-06-05 17:45:00,2.972,-2.428,3412
1710939,27,2019-06-05 18:00:00,3.376,-2.968,3413
1710938,27,2019-06-05 18:15:00,4.44,-4.004,3414
1710937,27,2019-06-05 18:30:00,2.557,-2.038,3415
1710936,27,2019-06-05 18:45:00,2.924,-2.021,3416
1711011,27,2019-06-05 19:00:00,4.299,-3.338,3417
1711010,27,2019-06-05 19:15:00,3.411,-2.515,3418
1711009,27,2019-06-05 19:30:00,1.922,-1.108,3419
1711008,27,2019-06-05 19:45:00,1.174,-0.63,3420
1711127,27,2019-06-05 20:00:00,1.052,-0.599,3421
1711126,27,2019-06-05 20:15:00,0.535,-0.146,3422
1711125,27,2019-06-05 20:30:00,0.693,-0.171,3423
1711124,27,2019-06-05 20:45:00,0.121,0.434,3424
1711211,27,2019-06-05 21:00:00,0.746,-0.329,3425
1711210,27,2019-06-05 21:15:00,1.853,-1.309,3426
1711209,27,2019-06-05 21:30:00,1.838,-1.248,3427
1711208,27,2019-06-05 21:45:00,1.178,-0.728,3428
1711308,27,2019-06-05 22:00:00,0.6,-0.08,3429
1711307,27,2019-06-05 22:15:00,0.3,0.281,3430
1711306,27,2019-06-05 22:30:00,0.356,0.144,3431
1711305,27,2019-06-05 22:45:00,0.317,0.25,3432
1711368,27,2019-06-05 23:00:00,0.207,2.243,3433
1711363,27,2019-06-05 23:15:00,0.147,3.76,3434
1711362,27,2019-06-05 23:30:00,0.057,3.953,3435
1711361,27,2019-06-05 23:45:00,-0.004,4.141,3436
1711537,27,2019-06-06 00:00:00,-0.004,4.082,3437
1711475,27,2019-06-06 00:15:00,0.0,4.089,3438
1711474,27,2019-06-06 00:30:00,-0.001,4.179,3439
1711473,27,2019-06-06 00:45:00,-0.001,4.139,3440
1711615,27,2019-06-06 01:00:00,-0.001,4.337,3441
1711614,27,2019-06-06 01:15:00,-0.001,4.193,3442
1711613,27,2019-06-06 01:30:00,-0.003,1.676,3443
1711612,27,2019-06-06 01:45:00,-0.003,0.873,3444
1711740,27,2019-06-06 02:00:00,-0.003,1.081,3445
1711739,27,2019-06-06 02:15:00,-0.003,1.024,3446
1711738,27,2019-06-06 02:30:00,-0.003,0.64,3447
1711737,27,2019-06-06 02:45:00,-0.003,0.59,3448
1711798,27,2019-06-06 03:00:00,-0.003,0.667,3449
1711797,27,2019-06-06 03:15:00,-0.003,0.635,3450
1711762,27,2019-06-06 03:30:00,-0.003,0.594,3451
1711761,27,2019-06-06 03:45:00,-0.003,0.656,3452
1711944,27,2019-06-06 04:00:00,-0.003,0.779,3453
1711858,27,2019-06-06 04:15:00,-0.003,0.521,3454
1711857,27,2019-06-06 04:30:00,-0.003,0.319,3455
1711856,27,2019-06-06 04:45:00,-0.003,0.237,3456
1711967,27,2019-06-06 05:00:00,-0.003,0.244,3457
1711966,27,2019-06-06 05:15:00,-0.003,0.183,3458
1711965,27,2019-06-06 05:30:00,-0.003,0.179,3459
1711964,27,2019-06-06 05:45:00,-0.003,0.251,3460
1712110,27,2019-06-06 06:00:00,-0.003,0.242,3461
1712109,27,2019-06-06 06:15:00,-0.003,0.221,3462
1712108,27,2019-06-06 06:30:00,-0.003,0.302,3463
1712071,27,2019-06-06 06:45:00,-0.003,0.378,3464
1712252,27,2019-06-06 07:00:00,-0.003,0.308,3465
1712251,27,2019-06-06 07:15:00,-0.003,0.242,3466
1712169,27,2019-06-06 07:30:00,-0.004,0.239,3467
1712168,27,2019-06-06 07:45:00,-0.003,0.331,3468
1712298,27,2019-06-06 08:00:00,-0.003,0.645,3469
1712297,27,2019-06-06 08:15:00,-0.003,0.745,3470
1712296,27,2019-06-06 08:30:00,-0.003,0.641,3471
1712295,27,2019-06-06 08:45:00,-0.003,0.831,3472
1712394,27,2019-06-06 09:00:00,-0.003,0.83,3473
1712393,27,2019-06-06 09:15:00,-0.003,0.965,3474
1712392,27,2019-06-06 09:30:00,-0.001,4.002,3475
1712391,27,2019-06-06 09:45:00,0.0,4.068,3476
1712498,27,2019-06-06 10:00:00,0.002,3.771,3477
1712489,27,2019-06-06 10:15:00,0.002,3.595,3478
1712488,27,2019-06-06 10:30:00,0.061,3.562,3479
1712487,27,2019-06-06 10:45:00,0.158,3.563,3480
1712622,27,2019-06-06 11:00:00,0.149,3.546,3481
1712595,27,2019-06-06 11:15:00,0.209,3.506,3482
1712594,27,2019-06-06 11:30:00,0.237,3.554,3483
1712593,27,2019-06-06 11:45:00,0.38,3.705,3484
1712760,27,2019-06-06 12:00:00,0.466,1.044,3485
1712759,27,2019-06-06 12:15:00,0.701,-0.432,3486
1712733,27,2019-06-06 12:30:00,1.012,-0.581,3487
1712732,27,2019-06-06 12:45:00,1.075,-0.282,3488
1712816,27,2019-06-06 13:00:00,0.918,-0.521,3489
1712815,27,2019-06-06 13:15:00,0.595,-0.319,3490
1712814,27,2019-06-06 13:30:00,0.769,-0.472,3491
1712813,27,2019-06-06 13:45:00,1.15,-0.808,3492
1712960,27,2019-06-06 14:00:00,1.431,-0.917,3493
1712959,27,2019-06-06 14:15:00,1.833,-1.106,3494
1712958,27,2019-06-06 14:30:00,1.494,-0.782,3495
1712957,27,2019-06-06 14:45:00,1.324,-0.559,3496
1713032,27,2019-06-06 15:00:00,1.411,-0.581,3497
1713031,27,2019-06-06 15:15:00,1.396,-0.652,3498
1713030,27,2019-06-06 15:30:00,1.894,-1.227,3499
1713029,27,2019-06-06 15:45:00,3.31,-2.581,3500
1713152,27,2019-06-06 16:00:00,5.281,-4.569,3501
1713151,27,2019-06-06 16:15:00,4.615,-3.986,3502
1713150,27,2019-06-06 16:30:00,4.518,-3.842,3503
1713149,27,2019-06-06 16:45:00,4.679,-3.997,3504
1713248,27,2019-06-06 17:00:00,5.466,-4.858,3505
